excluida;linha;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;AVALIADOR.3;AVALIADOR.2;AVALIADOR.1;VOTO.COERENTE;VOTO.INCOERENTE;COERENCIA.FINAL;dptOIE;stanford;orange;mquni;lys;sistemas;COERÊNCIA
;662;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;eles ; derivam -;o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) onde ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;663;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;eles ; derivam -;o Orixá de a cultura Yoruba onde ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;664;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;eles ; derivam -;o Orixá onde ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;665;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;o Dahomey ; é;( Benin ) ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;666;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;o nkisi de os tradições ; é;( Congo ) ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;667;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;os tradições ; é;( Congo ) ;0;0;0;0;3;0;0;0;0;1;1;mquni, lys;0
;668;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;os tradições ; é;Bantu ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;669;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;de onde eles derivam - de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;670;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;de onde eles derivam - o ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;671;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;de onde eles derivam - Orixá ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;672;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;e o vodou de o Dahomey ( Benin ) ;0;0;0;0;3;0;1;1;0;0;1;stanford, lys, dptoie;0
;673;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;e o vodou de o Dahomey , Togo , sul de Ghana , e Burkina Faso ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;674;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições Central de África Ocidental ;0;1;0;1;2;0;1;1;1;0;0;stanford, orange, dptoie;0
;675;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições Central de África Ocidental de a cultura Yoruba e o vodou de o Dahomey ( Benin ) Burkina Faso ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;676;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições Central de África Ocidental de a cultura Yoruba e o vodou de o Dahomey ( Benin ) sul de Ghana ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;677;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições Central de África Ocidental o Orixá de a cultura Yoruba de o nkisi de os tradições Bantu ( Congo ) ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;678;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África - Orixá Central ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;679;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África - Orixá Central e África Ocidental onde eles derivam de a cultura Yoruba ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;680;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África - Orixá Central e África Ocidental onde eles derivam de a cultura Yoruba e o vodou de o Dahomey ( Benin ) ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;681;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África - Orixá Central e África Ocidental onde eles derivam de a cultura Yoruba e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;682;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África África Ocidental ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;683;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África África Ocidental de onde eles derivam - o Orixá de a cultura Burkina Faso ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;684;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África África Ocidental de onde eles derivam - o Orixá de a cultura o nkisi de os tradições Bantu ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;685;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África África Ocidental de onde eles derivam - o Orixá de a cultura Togo , sul de Ghana ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;686;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central ;0;1;1;2;1;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;687;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central , o nkisi de os tradições , Togo , sul de Ghana , e Burkina Faso ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;688;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) ;0;0;0;0;3;0;0;0;1;0;0;orange;0
;689;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central de a cultura Yoruba ;0;1;0;1;2;0;0;0;1;0;0;orange;0
;690;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central de onde eles derivam - o Orixá ;0;1;0;1;2;0;0;0;1;0;0;orange;0
;691;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental ;1;1;1;3;0;1;0;1;1;1;0;stanford, orange, mquni;1
;692;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental de onde eles derivam - o ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;693;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá ;0;1;0;1;2;0;0;0;1;1;0;orange, mquni;0
;694;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;695;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;696;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso ;1;1;1;3;0;1;0;0;1;1;0;orange, mquni;1
;697;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental onde eles derivam - o Orixá de a cultura Yoruba ;0;1;1;2;1;1;0;1;0;0;0;stanford;1
;698;49;Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ;Similares espíritos divinos ; também são encontrados;en as tradições de a África Central e África Ocidental onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , Togo , sul de Ghana , e Burkina Faso ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
